,Q1A1,Q1A2,Q2A11,Q2A12,Q2A2,Q2A3,Q3,Q4A1,Q4A2,Q4A3,Q4A4,Q4A5,Q4A6,Q4A7,Q5A1,Q5A2,Q5A3,Q5A4,Q5A5,Q5A6,Q5A7,Q6A1,Q6A2,Q6A3,Q6A4,Q7,Q7A1,Q7A2,Q7A3,Q8A1,Q8A2,Q8A3,Q8A4,Q8B1,Q8B2,Q8B3,Q8B4,Q9A1,Q9A2,Q9A3,Q9A4,Q9A5,Q9B1,Q9B2,Q9B3,Q9B4,Q9B5,Q11A1,Q11A2,Q11B1,Q11B2,Q12A1,Q12A2,Q12B1,Q12B2,Q13A1,Q13A2,Q13A3,Q13A4,Q13B1,Q13B2,Q13B3,Q13B4,Q14A1,Q14A2,Q14A3,Q14A4,Q14B1,Q14B2,Q14B3,Q14B4,Q15,Q15A1,Q15A2,Q15B1,Q15B2,Q15C,Q16A1,Q16A2,Q16A3,Q16A4,Q16A5,Q16A6,Q17A01,Q17A02,Q17A03,Q18A1,Q18A2,Q18A3,Q18A4,Q18A5,Q19A1,Q19A2,Q19A3,Q20A1,Q20A2,Q20A3,Q20A4,Q20A5,Q20A6,Q20A7,Q21A1,Q21A2,Q21A3,Q21A4,Q21A5,Q21A6,Q21A7,Q21A8,Q22A1,Q22A2,Q22A3,Q22A4,Q22A5,ADQ1,ADQ2,ADQ3,ADQ3A,ADQ4,ADQ5,ADQ6,ADQ7,ADQ8,ADQ9,ADQ101,ADQ102,ADQ103,y
6313,1,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,2,0,0,0,0,0,0,3,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,2,2,4,3,4,5,3,67,1,5,1,3,1,1,1,2,4,12,2,2,1
6314,1,1,1,0,2,2,1,4,4,4,4,1,1,3,4,4,2,4,4,2,4,3,1,1,1,1,1,30,0,3,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,5,0,0,0,0,3,3,2,3,3,3,3,3,2,2,2,3,4,3,3,3,2,3,3,3,3,3,3,2,3,3,6,6,6,6,5,66,1,14,0,4,1,1,2,2,11,12,1,1,2
6315,2,2,2,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0,0,3,3,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,1,3,3,3,2,3,1,2,2,1,3,2,75,1,14,0,2,1,1,2,2,4,12,1,2,1
6316,1,2,1,0,2,2,1,3,4,3,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,1,5,30,0,3,2,1,1,3,2,1,1,1,1,1,1,1,3,4,1,1,1,1,1,2,2,1,1,3,3,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,3,0,0,0,0,0,0,2,0,0,0,0,0,3,3,1,4,4,3,3,3,2,3,3,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,6,5,6,5,5,56,2,4,2,2,1,2,1,2,9,12,2,2,4
6317,2,2,1,0,2,2,1,2,2,2,2,2,2,2,3,3,2,3,2,1,2,2,2,2,2,1,0,30,0,2,2,2,2,4,2,3,2,2,2,2,2,2,3,4,3,2,2,1,1,2,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,0,0,0,0,0,0,2,0,0,0,0,0,3,3,3,3,3,3,3,3,2,2,2,3,3,4,3,2,2,4,3,2,2,3,3,2,2,1,3,3,3,3,3,58,2,11,0,2,1,2,2,2,9,12,1,1,2
6318,2,1,1,0,2,2,1,3,3,2,3,3,2,2,4,4,3,3,3,2,2,1,1,1,1,1,5,20,0,2,2,2,2,4,2,3,2,2,2,3,2,3,3,4,4,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,1,2,3,3,0,0,0,0,0,0,2,6,0,0,0,0,3,3,3,3,3,3,3,2,2,2,2,3,4,4,3,3,2,4,2,3,3,3,3,2,2,1,4,3,3,3,3,55,*,*,0,3,1,2,2,2,11,*,1,2,2
6319,1,2,1,0,2,2,1,2,3,2,2,2,2,2,4,4,2,4,2,2,3,3,2,2,2,1,5,30,0,3,2,3,1,3,2,3,1,1,1,1,1,1,3,3,1,1,1,1,1,2,3,1,1,4,3,1,1,1,1,1,1,1,1,2,2,3,3,2,2,3,3,0,0,0,0,0,0,1,2,3,4,0,0,3,4,2,3,4,3,3,4,3,3,4,2,3,3,4,3,3,4,3,3,3,4,4,2,3,2,5,5,6,6,3,58,2,5,1,3,1,2,2,2,9,12,1,2,5
6320,1,2,1,0,2,2,1,3,3,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,1,10,30,0,3,2,2,2,4,2,3,1,1,1,2,1,1,3,3,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,3,4,1,4,2,2,4,3,3,3,3,3,4,4,3,4,3,3,3,3,4,4,3,3,3,3,5,5,6,5,5,58,*,*,0,2,1,2,1,2,7,*,2,2,4
6321,1,2,1,0,2,2,1,3,3,2,2,2,2,2,3,3,2,3,3,3,3,2,2,2,2,1,0,30,0,1,1,1,1,3,2,3,2,1,1,1,1,1,2,3,1,3,2,1,1,2,2,1,1,3,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,3,2,0,0,0,0,0,0,2,0,0,0,0,0,3,3,3,2,2,2,3,2,3,2,3,2,4,3,2,2,2,3,2,2,2,3,3,2,2,2,4,3,4,5,4,55,2,4,1,3,1,2,1,2,6,12,2,2,3
6322,2,2,1,0,2,2,1,2,2,2,1,1,1,1,4,4,4,4,4,3,3,1,1,1,1,1,0,30,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,3,2,3,3,3,2,3,3,3,4,3,3,2,3,3,3,4,4,3,2,3,3,4,3,3,3,5,5,4,4,4,55,2,5,2,3,1,2,1,2,9,12,2,2,2
6323,2,2,1,0,2,2,1,1,1,1,1,1,1,1,4,4,4,3,3,3,3,1,1,1,1,1,0,30,0,1,1,1,1,4,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2,3,3,4,3,2,3,3,4,3,3,4,3,2,3,3,3,2,3,3,2,3,4,3,3,5,4,4,3,3,58,2,4,2,1,1,1,1,1,4,12,2,2,2
6324,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,30,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,2,1,1,1,1,2,2,1,2,3,2,1,2,1,3,2,2,1,2,3,2,3,2,3,3,4,3,2,55,2,9,0,3,1,2,2,2,10,12,1,1,2
6325,1,2,1,0,2,2,1,2,2,2,2,2,2,2,3,3,2,3,3,1,1,1,1,2,3,1,5,25,0,2,2,1,1,4,2,1,1,1,2,2,1,1,3,4,3,2,2,1,2,2,3,2,2,3,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,3,0,0,0,0,0,0,2,6,0,0,0,0,3,3,3,3,3,2,3,3,2,2,2,3,3,3,2,2,2,4,2,2,2,2,4,3,3,2,4,3,3,3,3,61,2,4,2,3,2,2,1,2,9,12,1,2,2
6326,1,2,2,0,2,2,1,1,1,1,1,1,1,1,4,4,1,4,3,1,1,1,1,1,1,1,0,30,0,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,2,3,0,0,0,0,3,4,1,1,1,2,1,1,2,1,2,2,1,2,1,2,1,3,2,2,1,1,3,3,2,1,2,2,2,4,1,64,2,4,2,3,1,2,1,2,6,12,1,2,1
6327,2,2,1,0,2,2,1,2,2,1,1,1,2,2,4,4,1,3,3,3,3,3,2,1,1,1,0,30,0,1,1,1,1,3,1,3,1,1,1,1,1,1,3,4,1,1,1,1,1,3,4,1,1,4,3,1,1,1,1,3,3,2,2,1,1,1,1,3,3,2,2,0,0,0,0,0,0,1,2,3,4,0,0,3,3,2,3,2,3,3,4,4,4,3,4,4,3,3,4,3,3,3,3,4,4,4,3,3,2,5,5,6,6,4,60,2,5,1,3,1,2,2,2,7,12,1,2,2
6328,1,1,1,0,2,2,1,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,0,30,0,2,1,1,1,3,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,3,4,1,3,2,2,3,3,2,3,2,3,4,4,2,3,3,3,2,1,4,3,2,2,1,2,3,2,3,4,3,60,2,4,2,2,1,2,1,2,9,12,2,2,4
6329,2,2,1,0,2,2,1,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,1,0,30,0,1,1,1,1,3,1,2,1,1,1,1,1,1,2,3,2,2,2,1,1,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,0,0,0,0,0,0,2,0,0,0,0,0,3,3,3,3,3,2,3,3,2,2,2,2,3,3,2,2,2,3,3,3,2,3,3,3,2,2,4,3,4,4,4,60,2,11,0,3,1,2,1,2,7,12,2,2,1
6330,2,2,1,0,2,2,1,3,3,2,3,2,2,2,3,3,2,3,3,2,2,1,1,1,1,1,0,30,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2,3,3,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,3,3,3,3,2,2,1,5,4,6,5,5,62,2,5,1,2,1,2,2,2,4,12,1,1,2
6331,1,2,1,0,2,2,1,2,2,1,1,1,1,2,3,3,2,3,2,1,1,2,1,1,1,1,2,20,0,2,2,1,1,4,2,2,2,1,1,1,1,1,3,4,2,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,3,0,0,0,0,0,0,2,3,0,0,0,0,3,2,2,3,4,3,2,3,2,2,2,2,4,4,3,2,2,4,3,2,3,3,3,3,3,2,4,4,4,3,3,67,2,11,0,3,1,2,2,2,9,12,1,2,2
6332,2,2,2,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0,0,0,0,0,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,3,3,2,2,1,2,2,2,4,2,69,2,4,1,2,1,2,2,2,5,12,1,2,2
6333,2,2,1,0,2,2,1,2,1,2,2,1,1,2,2,2,2,4,2,2,2,4,1,1,1,1,0,30,0,1,1,1,1,3,2,3,1,1,1,1,1,1,4,4,1,1,1,1,1,3,3,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,2,3,0,0,0,0,3,3,2,4,3,4,2,3,2,2,2,4,4,3,3,4,3,3,2,3,3,4,4,3,3,2,3,3,4,5,4,65,2,11,0,3,1,2,2,2,6,12,1,2,1
6334,1,2,1,0,1,2,1,3,3,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,1,5,20,0,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,3,2,0,0,0,0,0,0,2,0,0,0,0,0,3,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,2,3,3,3,2,3,3,3,3,3,4,4,4,5,5,69,2,11,0,3,1,2,1,2,5,12,2,2,1
6335,2,2,1,0,2,2,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,2,2,2,2,1,0,15,0,1,1,1,1,3,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,2,3,2,2,2,3,4,4,4,4,65,2,5,1,2,1,1,1,1,4,12,1,2,1
6336,2,2,3,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,3,0,0,0,0,0,0,3,4,3,4,3,2,3,3,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,5,4,4,4,4,66,2,11,0,1,1,1,1,1,2,12,2,2,1
6337,1,1,1,0,2,2,1,3,3,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,1,5,25,0,3,2,2,2,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,3,3,3,2,2,2,3,3,2,2,2,2,3,3,2,2,2,3,2,2,2,2,3,3,2,2,3,3,4,3,3,65,2,11,0,1,1,2,1,2,4,12,2,2,4
6338,2,2,2,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,2,0,0,0,0,0,0,3,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,2,2,3,3,3,3,3,73,2,5,1,1,1,1,1,1,3,12,1,2,1
6339,2,2,2,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,3,0,0,0,0,0,0,3,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,2,4,3,3,4,4,83,2,11,0,1,1,1,1,1,2,12,2,2,1
6340,2,2,1,0,2,1,1,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,3,3,3,1,25,30,0,4,4,1,1,4,4,1,1,1,1,1,1,2,4,4,1,1,2,1,1,1,4,1,1,4,3,1,1,1,1,1,1,1,1,3,1,2,3,3,1,3,3,0,0,0,0,0,0,2,0,0,0,0,0,3,3,1,3,2,3,3,3,3,3,2,3,3,3,3,3,1,4,3,3,3,3,3,3,3,2,6,6,6,2,6,58,*,*,0,4,1,1,2,2,10,*,2,2,2
6341,1,1,1,0,2,2,1,3,3,2,3,4,3,3,4,4,4,4,4,3,3,4,4,2,3,1,0,30,0,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0,0,0,0,0,0,2,3,4,0,0,0,3,4,1,2,2,4,3,2,2,3,1,4,4,4,2,3,2,3,3,2,3,3,4,3,3,3,3,5,5,5,5,56,1,5,1,3,1,1,2,2,9,13,2,2,1
6342,1,1,1,0,1,2,1,4,4,4,4,4,3,3,4,4,4,4,3,4,3,4,3,3,3,1,20,30,5,3,3,3,2,4,3,3,2,2,3,2,2,2,4,4,2,2,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,1,3,1,2,3,3,1,2,3,0,0,0,0,0,0,3,6,0,0,0,0,4,3,2,3,2,3,3,2,3,3,3,2,3,4,2,2,2,3,3,3,2,4,4,3,4,2,3,4,4,5,4,57,*,*,0,4,1,1,2,2,9,*,1,1,4
6343,2,2,1,0,2,2,1,2,1,2,1,1,2,1,3,3,2,3,1,1,1,3,2,2,2,1,0,30,0,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,1,1,1,1,1,2,2,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,2,3,2,2,2,2,1,2,2,2,1,2,3,3,2,1,2,3,2,2,1,3,3,2,3,2,4,5,3,4,4,58,1,6,0,2,1,1,1,1,3,13,2,2,2
6344,1,2,1,0,2,2,1,2,2,2,3,2,2,2,3,3,3,3,3,2,2,2,1,1,2,1,2,20,0,2,1,1,1,3,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,3,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,2,3,3,3,2,3,2,3,2,2,2,3,2,3,3,3,3,3,2,3,3,3,3,3,5,4,5,5,3,58,1,4,1,3,1,1,2,2,7,13,1,1,4
6345,2,2,1,0,2,2,1,1,1,1,1,1,1,1,3,3,2,3,3,2,1,1,1,1,1,1,0,30,0,1,1,1,1,3,1,3,1,1,1,1,1,1,2,3,2,3,1,1,1,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,3,6,0,0,0,0,3,4,2,4,3,3,4,4,3,4,3,4,4,3,3,4,3,4,3,3,3,4,4,4,3,3,4,5,5,4,4,59,1,9,0,3,1,1,1,1,3,13,2,2,4
6346,1,2,1,0,2,2,1,2,2,1,2,2,2,2,3,3,2,3,2,2,2,2,2,2,3,1,2,30,0,3,2,1,2,3,2,3,2,1,1,2,1,1,3,4,1,1,2,2,1,2,2,1,1,3,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,4,3,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,4,2,2,2,3,4,3,3,2,4,5,4,4,4,59,1,4,1,3,1,1,1,1,7,13,1,1,2
6347,1,2,1,0,2,2,1,2,3,2,2,2,2,2,4,3,3,3,3,2,2,3,2,2,3,1,3,30,0,2,2,1,1,4,3,2,3,2,2,1,2,1,3,4,2,3,1,2,2,2,3,2,2,3,1,2,1,1,1,2,2,1,1,2,1,2,2,2,1,2,3,0,0,0,0,0,0,2,0,0,0,0,0,3,4,1,3,2,3,2,2,2,3,3,3,4,4,2,2,2,3,3,3,3,4,4,3,3,2,4,4,5,6,5,58,1,7,0,3,1,1,1,2,9,13,1,1,2
6348,1,2,1,0,2,2,1,2,2,2,1,2,1,2,3,2,2,3,2,2,2,3,2,1,3,1,2,30,0,2,2,1,2,3,2,2,1,2,1,1,2,1,3,3,2,1,2,2,1,2,2,2,2,3,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2,2,0,0,0,0,0,0,3,0,0,0,0,0,3,4,2,3,2,2,2,2,2,2,3,3,3,3,2,1,2,3,2,2,2,3,4,3,3,2,3,3,4,4,4,59,1,7,0,2,1,1,1,2,9,13,1,1,2
6349,1,2,1,0,2,2,1,2,2,2,2,1,1,2,3,3,2,4,2,2,2,2,2,2,2,1,0,28,0,2,1,2,1,3,2,2,2,2,2,1,1,1,3,4,2,2,1,1,1,3,3,2,1,3,2,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,1,0,0,0,0,0,0,2,4,0,0,0,0,3,3,1,3,2,1,2,2,2,2,2,2,3,3,2,1,2,3,2,3,2,3,4,3,3,2,3,4,5,4,4,55,1,7,0,3,1,1,1,2,10,13,1,1,2
6350,1,2,1,0,2,2,1,3,3,3,3,3,3,2,4,4,3,3,3,2,2,3,3,2,3,1,7,30,0,3,2,2,2,3,2,3,2,2,2,1,1,2,3,4,2,2,2,2,2,2,3,2,2,3,3,1,2,2,1,2,2,2,2,2,1,2,3,2,2,2,3,0,0,0,0,0,0,2,4,0,0,0,0,4,4,1,3,2,2,2,1,2,2,3,3,4,4,2,1,2,3,3,3,2,4,4,3,3,2,4,4,5,5,4,55,1,7,0,3,1,1,1,2,9,13,1,1,2
6351,2,2,1,0,2,2,1,2,1,2,2,2,2,2,4,4,2,3,2,2,2,2,2,2,2,1,0,30,0,1,1,1,1,3,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,3,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,2,2,2,1,2,2,2,2,2,2,3,3,2,1,2,3,2,2,2,2,3,2,3,2,3,4,4,5,4,63,1,4,1,2,1,1,2,2,9,13,1,1,2
6352,1,2,1,0,2,2,1,3,3,2,2,1,1,1,4,3,2,3,2,2,2,2,2,2,3,1,3,30,0,3,2,1,1,4,2,3,2,2,2,1,1,1,3,4,2,1,1,1,1,2,2,2,1,4,2,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,4,3,2,2,1,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,1,3,3,2,3,2,3,4,4,4,4,61,1,5,1,1,1,1,1,2,7,13,2,2,2
6353,1,2,1,0,2,2,1,3,3,3,4,3,3,3,4,4,4,4,4,4,3,3,3,3,3,1,6,30,0,3,2,2,1,3,2,3,1,2,2,1,1,1,3,4,2,2,1,1,1,3,2,1,1,3,2,1,1,1,1,2,1,1,2,2,1,1,2,3,2,1,3,0,0,0,0,0,0,3,4,0,0,0,0,3,3,2,3,3,3,2,3,3,3,3,3,2,2,3,4,3,3,2,2,3,3,3,3,3,3,4,4,4,3,3,64,1,4,2,4,1,1,1,2,6,13,1,2,4
6354,1,2,1,0,2,2,1,3,3,2,2,3,2,2,3,3,3,3,3,3,2,2,1,1,2,1,6,30,0,2,1,1,1,3,1,1,1,2,2,1,1,1,3,4,1,1,1,1,1,2,2,1,1,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,3,0,0,0,0,3,3,2,2,3,2,2,3,2,2,2,3,3,3,3,3,3,4,3,3,4,3,4,3,3,3,4,4,5,5,3,60,1,4,1,3,1,1,2,2,8,13,1,1,4
6355,1,2,1,0,2,2,1,1,1,1,1,1,1,1,4,1,1,4,1,2,1,3,3,3,3,1,0,30,0,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,4,3,1,4,2,4,3,2,2,2,1,3,3,4,3,4,2,4,2,2,3,3,3,3,3,1,5,3,5,5,5,60,1,6,0,3,1,1,1,2,9,13,2,2,3
6356,2,2,1,0,2,2,1,1,1,1,1,1,1,1,4,2,1,4,2,2,2,3,3,2,2,1,0,30,0,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,2,1,2,1,2,2,2,2,2,1,4,4,4,3,3,3,4,2,2,3,3,3,3,3,3,5,4,6,4,4,64,1,6,0,3,1,1,1,2,5,13,2,2,1
6357,1,2,1,0,2,2,1,2,1,1,2,1,1,1,3,4,2,3,2,2,2,2,2,2,3,1,2,30,0,3,1,2,2,3,2,2,2,2,1,1,2,1,2,4,2,2,2,2,1,2,2,2,2,3,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,2,3,2,1,2,2,2,2,2,3,3,3,2,2,2,3,2,3,2,3,4,3,3,2,2,4,4,5,4,63,1,5,1,2,1,1,1,2,10,13,1,1,2
6358,2,2,1,0,2,2,1,2,2,1,2,2,1,2,3,2,2,3,2,2,2,2,2,2,3,1,0,30,0,1,1,1,1,3,2,2,2,1,1,1,1,1,3,3,2,1,1,1,1,2,2,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,3,4,1,3,2,3,2,1,3,3,3,3,4,3,2,2,1,3,2,3,3,4,3,3,3,2,4,5,5,6,4,64,1,4,1,3,1,1,1,2,9,13,1,1,2
6359,2,2,1,0,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,1,1,1,1,1,0,30,0,1,1,1,1,3,1,1,2,1,1,1,1,1,3,4,2,3,2,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,4,6,0,0,0,0,3,3,2,4,4,4,3,3,4,4,3,4,4,4,3,3,4,4,3,3,3,2,4,3,3,2,5,5,4,4,5,63,1,9,0,3,1,1,1,2,5,13,2,2,2
6360,2,2,1,0,2,2,1,1,1,1,1,1,1,1,3,3,2,3,3,2,1,1,1,1,1,1,0,30,0,1,1,1,1,3,1,2,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,6,0,0,0,0,4,3,2,3,3,4,4,2,3,3,2,3,3,4,3,3,3,1,3,3,3,4,4,3,3,3,4,5,5,4,4,60,1,9,0,2,1,1,1,2,3,13,2,2,4
6361,2,2,1,0,2,2,1,1,1,1,1,1,1,1,3,2,2,3,1,1,1,2,1,1,3,1,0,30,0,1,1,1,1,3,2,2,2,1,1,1,1,1,1,3,2,2,1,1,1,1,2,1,1,3,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,4,1,3,2,3,2,2,2,3,2,3,3,3,2,1,2,3,3,2,2,3,4,2,3,3,4,4,5,5,5,67,1,14,0,2,1,1,2,1,2,13,1,1,2
6362,1,1,1,0,2,2,1,2,2,1,1,2,2,2,4,4,3,4,2,2,2,2,2,1,2,1,0,30,0,1,1,1,1,4,2,2,2,1,1,1,1,1,2,4,2,2,2,1,1,2,1,1,1,3,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,2,2,2,3,2,1,2,2,2,2,3,3,2,1,2,3,2,2,2,3,4,2,3,2,3,4,4,4,4,67,1,4,1,1,1,1,2,2,10,13,1,1,2
6363,1,2,1,0,2,2,1,1,1,1,1,1,1,1,3,3,2,3,2,2,2,2,1,1,2,1,0,30,0,1,1,1,1,3,2,1,1,1,1,1,1,1,2,3,2,2,2,1,1,2,2,1,1,3,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,4,4,1,3,2,3,3,3,2,2,3,3,3,3,2,2,2,3,3,3,3,4,4,3,3,3,5,5,6,5,5,65,1,6,0,1,1,1,1,2,5,13,2,2,2
